TargetTitle	Length	ratio	Source place	Target place	Analysis text	Target text
christie_secretadversary_8_d	30	0.9	40708	13527	 silence, broken only by his h	 silence, broken only by the r
doyle_signoffour_10_d	30	0.9	6329	3390	 balance of probability. That 	 balance of probability, at an
doyle_signoffour_10_d	31	0.9032258064516129	39630	17288	 there was no sign of the stone	 there was no sign of the Islan
doyle_adventures_1_d	36	0.9166666666666666	121	19243	, with the intention of wishing him 	, with the intention of awaiting him
doyle_adventures_1_d	32	0.96875	12364	11601	ed from one to the other of us. 	ed from one to the other of us, 
doyle_adventures_1_d	30	0.9	12437	6387	 know that there are sentiment	 know that there are seventeen
doyle_adventures_1_d	31	0.9032258064516129	28156	24213	 with the air of a man whose di	 with the air of a man who was 
doyle_adventures_1_d	30	0.9666666666666667	32039	11603	 from one to the other of us w	 from one to the other of us, 
doyle_adventures_11_d	30	0.9	0	0	. THE ADVENTURE OF THE BLUE CA	. THE ADVENTURE OF THE BERYL C
doyle_adventures_11_d	30	0.9	7483	10912	I have no doubt that I am very	I have no doubt that I am myse
doyle_adventures_11_d	32	0.9375	28110	38729	 and threw it down upon the slab	 and threw it down upon the tabl
doyle_adventures_11_d	32	0.90625	28156	5777	 with the air of a man whose dis	 with the air of a man who wishe
doyle_adventures_11_d	35	0.9142857142857143	41427	33489	 it is just possible that I am savi	 it is just possible that I may hav
doyle_signoffour_2_d	33	0.9090909090909091	12366	7526	 from one to the other of us. "Th	 from one to the other of us, she
doyle_signoffour_2_d	34	0.9117647058823529	32039	7526	 from one to the other of us with 	 from one to the other of us, she 
austen_northangerabbey_11_g	30	0.9	18425	6925	I should like to see the solut	I should like to see the castl
austen_northangerabbey_11_g	34	0.9117647058823529	38385	11755	 to know what was the matter. As I	 to know what was the matter. The 
doyle_adventures_8_d	30	0.9	55	154	 my friend Sherlock Holmes upo	 my friend Sherlock Holmes, I 
doyle_adventures_8_d	35	0.9142857142857143	12364	23346	ed from one to the other of us. "Th	ed from one to the other of us, whi
doyle_adventures_8_d	43	0.9069767441860465	12420	1104	 I have reason to know that there are senti	 I have reasons to know that there are wide
doyle_adventures_8_d	34	0.9117647058823529	25684	36380	ut I don't know why you should be 	ut I don't know why it should be t
doyle_adventures_8_d	36	0.9166666666666666	30698	2917	 "My name is Sherlock Holmes. It is 	 "My name is Sherlock Holmes. This i
doyle_adventures_8_d	33	0.9393939393939394	32039	23348	 from one to the other of us with	 from one to the other of us, whi
doyle_adventures_8_d	30	0.9333333333333333	40691	19975	 There was a long silence, bro	 There was a long silence, dur
collins_moonstone_87_d	31	0.967741935483871	28156	31439	 with the air of a man whose di	 with the air of a man whose mi
collins_hauntedhotel_13_u	30	0.9	8809	1776	. On the other hand, he has en	. On the other hand, he had pr
christie_secretadversary_7_d	30	0.9	8809	2419	. On the other hand, he has en	. On the other hand, he had a 
christie_secretadversary_7_d	30	0.9	20966	7333	er with a sigh of relief. "Of 	er with a sigh of relief. His 
stoker_dracula_22_g	31	0.9032258064516129	39630	12897	 there was no sign of the stone	 there was no sign of the teeth
collins_moonstone_55_d	30	0.9333333333333333	22442	9402	d closed the door behind him. 	d closed the door behind her. 
doyle_signoffour_12_d	31	0.9032258064516129	122	15175	 with the intention of wishing 	 with the intention of giving a
doyle_signoffour_12_d	30	0.9	1402	52741	me," said Sherlock Holmes, lau	me," said Sherlock Holmes, "th
doyle_baskervilles_5_u	30	0.9310344827586207	18747	18379	 in Baker Street once more. As	 in Baker Street once more.”
doyle_baskervilles_5_u	30	0.9333333333333333	21097	15261	 burst into a hearty laugh. "T	 burst into a hearty laugh. “A
radcliffe_udolpho_30_g	30	0.9	23275	25693	 the door of the private bar a	 the door of the private stair
christie_styles_7_d	30	0.9333333333333333	12818	6520	he evidence against him was so	he evidence against him was va
radcliffe_udolpho_44_g	30	0.9	10997	2243	 rushed into the apartment wit	 rushed into the apartment, Lu
christie_secretadversary_12_d	30	0.9	39272	17639	 in the middle of the flock.' 	 in the middle of the floor. T
doyle_scarlet_6_d	30	0.9333333333333333	3464	4833	 an official-looking person in	 an official-looking person se
doyle_scarlet_6_d	30	0.9	22443	12747	 closed the door behind him. "	 closed the door behind them a
doyle_scarlet_6_d	32	0.90625	30246	15146	 touched him upon the shoulder. 	 touched him on the shoulder and
doyle_scarlet_6_d	32	0.90625	39533	7082	e laughed until he choked, and w	e laughed until he choked. “And 
doyle_adventures_10_d	31	0.9032258064516129	0	0	. THE ADVENTURE OF THE BLUE CAR	. THE ADVENTURE OF THE NOBLE BA
doyle_adventures_10_d	30	0.9	55	444	 my friend Sherlock Holmes upo	 my friend Sherlock Holmes had
doyle_adventures_10_d	41	0.9024390243902439	1404	22793	," said Sherlock Holmes, laughing. "Only 	," said Sherlock Holmes, laughing. "I thi
doyle_adventures_10_d	34	0.9117647058823529	2193	11931	, I have no doubt that this small 	, I have no doubt that this will p
doyle_adventures_10_d	32	0.90625	7096	6962	 within the last few days, and w	 within the last few years, and 
doyle_adventures_10_d	30	0.9	8378	30915	ing his finger upon the little	ing his fingers upon the table
doyle_adventures_10_d	46	0.9347826086956522	21308	39300	 I think that, with your permission, I will co	 I think that with your permission I will now 
doyle_adventures_10_d	32	0.90625	32612	13076	Pray take the basket-chair. I wi	Pray take the basket-chair. This
doyle_adventures_6_d	32	0.90625	28156	12610	 with the air of a man whose dis	 with the air of a man who has s
